curveID,date,taxon,temp_acclim,light_acclim,vpd_acclim,patm_acclim,co2_acclim,Photo,Tleaf,gsw,Ci,Qin,VPDleaf,CO2_r,patm,z,PPFD
18,20210324 13:42:49,HOVU,10,250,1000,,420,14.46250082,21.02673871,0.134412742,221.9255742,600.0093871,1.501401368,419.9943871,,85,600
18,20210324 13:52:56,HOVU,10,250,1000,,420,14.10415034,23.93410333,0.117415986,202.3670251,600.0213,1.543085883,419.9847333,,85,600
18,20210324 14:03:06,HOVU,10,250,1000,,420,14.24147571,27.28581333,0.156721707,245.2646097,599.9733667,2.050147627,420.0381333,,85,600
18,20210324 14:13:30,HOVU,10,250,1000,,420,12.85244536,30.98189,0.138306281,239.3225053,599.9932333,2.804516827,419.9627333,,85,600
18,20210324 14:23:50,HOVU,10,250,1000,,420,11.12132918,34.36000333,0.128260211,246.1993118,600.0037667,3.652720208,419.9970667,,85,600
19,20210315 10:45:10,RASA,20,250,1000,,420,21.27952135,14.91585333,0.532305266,315.1254703,600.0113,1.070800659,420.0016667,,85,600
19,20210315 10:57:40,RASA,20,250,1000,,420,23.12932159,17.07168387,0.565666549,309.7237703,599.9979032,1.206898684,420.0094516,,85,600
19,20210315 11:08:30,RASA,20,250,1000,,420,24.34551855,19.91151935,0.550401917,300.7261336,600.025,1.456889873,419.9884839,,85,600
19,20210315 11:19:24,RASA,20,250,1000,,420,24.56656046,23.25492258,0.502296776,292.789798,599.9825161,1.509662256,419.9872903,,85,600
19,20210315 11:30:47,RASA,20,250,1000,,420,24.48394672,26.46837742,0.521882887,295.9156694,600.0555161,1.506065635,419.987129,,85,600
19,20210315 11:40:13,RASA,20,250,1000,,420,24.01016994,29.47411,0.547585204,301.1687926,600.0155667,1.517185789,419.9752667,,85,600
19,20210315 11:52:04,RASA,20,250,1000,,420,22.97026172,32.42396667,0.565812687,306.5206059,600.0186,1.668072048,420.0009333,,85,600
19,20210315 12:03:04,RASA,20,250,1000,,420,22.14860603,34.51343667,0.737728231,318.7162285,599.9950667,2.226438672,420.0179,,85,600
19,20210315 12:13:58,RASA,20,250,1000,,420,20.59664068,36.49804516,0.816353133,322.9155831,599.9938065,2.797363505,420.0035161,,85,600
20,20210315 13:21:06,BOOF,20,250,1000,,420,18.0602328,14.57911333,0.690842836,342.283911,599.9858667,0.958120871,419.9812333,,85,600
20,20210315 13:31:07,BOOF,20,250,1000,,420,19.99674871,16.89193226,0.679351245,332.8661304,599.986129,1.119190541,420.030129,,85,600
20,20210315 13:47:35,BOOF,20,250,1000,,420,21.54690601,19.59414667,0.641320848,329.1083317,600.0077,1.509830497,419.9809333,,85,600
20,20210315 13:57:43,BOOF,20,250,1000,,420,21.97952656,22.90590968,0.569515387,320.9178105,600.0167742,1.510307909,419.9990645,,85,600
20,20210315 14:07:44,BOOF,20,250,1000,,420,21.99760382,26.09500667,0.568735297,320.6675826,600.0225,1.513779833,419.9954667,,85,600
20,20210315 14:18:10,BOOF,20,250,1000,,420,21.92610763,28.90659,0.653782594,328.5404521,599.9743667,1.51100344,420.0082667,,85,600
20,20210315 14:28:22,BOOF,20,250,1000,,420,21.41053238,31.39753,0.778400865,337.9616486,599.9964667,1.53743578,420.0062,,85,600
20,20210315 14:38:32,BOOF,20,250,1000,,420,20.06905215,33.49907333,0.810130052,339.4732899,600.0175,2.053623069,420.0127,,85,600
20,20210315 14:48:48,BOOF,20,250,1000,,420,18.91432074,35.53805806,0.814913946,338.7260518,599.9685806,2.600498891,420.0200645,,85,600
21,20210315 15:46:28,HOVU,20,250,1000,,420,14.15374858,15.64038065,0.163310385,257.2464182,599.9862581,1.50484299,420.0172903,,85,600
